0.00	15
0.20	15
0.41	11
0.61	16
0.82	11
1.02	13
1.22	17
1.43	15
1.63	20
1.84	13
2.04	18
2.24	16
2.45	33
2.65	27
2.86	33
3.06	31
3.27	37
3.47	55
3.67	46
3.88	68
4.08	66
4.29	78
4.49	80
4.69	98
4.90	149
5.10	177
5.31	203
5.51	236
5.71	240
5.92	250
6.12	222
6.33	179
6.53	152
6.73	125
6.94	80
7.14	81
7.35	67
7.55	44
7.76	38
7.96	33
8.16	45
8.37	27
8.57	29
8.78	25
8.98	18
9.18	17
9.39	18
9.59	18
9.80	23
10.0	16
