1.9	85	2
1.72	72	6
1.56	78	1
1.69	73	7
1.74	70	8
1.75	64	1
1.85	71	2
1.88	83	5
1.64	60	5
1.79	71	11
1.73	60	9
1.88	78	10
1.77	65	5
1.68	53	1
1.8	75	4
1.88	81	11
1.68	82	4
1.76	74	8
1.85	85	4
1.83	76	8
1.67	56	6
1.74	68	8
1.72	71	6
1.9	78	3
1.83	80	8
1.79	72	6
1.87	75	3
1.74	73	1
1.79	75	1
1.74	64	1
1.83	70	5
1.89	78	1
1.89	72	9
