20	511.3	4.867
80	508.5	5.058
100	516.9	4.314
120	503.7	2.667
140	519.8	3.313
160	517.2	3.771
180	522.1	2.593
200	510.8	4.32
220	510.6	2.31
240	519.7	3.31
260	516.0	3.975
280	511.1	2.838
300	509.9	2.61
320	512.3	5.304
340	512.4	2.841
360	511.6	3.48
380	514.5	5.32
400	512.3	3.29
420	508.7	4.32
440	511.9	4.1
460	513.4	4.37
