0 19.6
5 20.7
10 19.6
15 19.4
20 20.7
25 22.9
30 21.9
35 20.2
40 22.5
45 22.6
50 23.8
55 24.2
60 23.2
65 25.3
70 27.7
75 27.8
80 29.1
85 32.8
90 32.2
95 31.2
100 33.5
105 35.7
110 35.5
120 37.1
125 36.5
130 35.7
135 35.0
140 32.3
145 34.2
150 31.1
155 29.0
160 29.1
165 29.5
170 26.3
175 25.2
180 23.3
185 24.5
190 22.2
195 25.1
200 24.2
205 23.5
210 22.0
215 20.4
220 21.0
